t,a,z
2.384185791015625e-06,12.892775939941405,0.0
0.0013082027435302734,13.120225097656249,0.02
0.0026111602783203125,13.163320727539062,0.06999999999999999
0.003900289535522461,13.230358374023437,0.13999999999999999
0.0052073001861572266,13.242329382324218,0.25999999999999995
0.0065119266510009766,13.450624926757811,0.44
0.007796287536621094,13.469778540039062,0.68
0.009081125259399414,13.527239379882811,0.9700000000000001
0.010364532470703125,13.536816186523437,1.34
0.011649847030639648,13.491326354980467,1.77
0.012933492660522461,13.555969799804688,2.27
0.014218807220458984,13.558364001464843,2.84
0.015503406524658203,13.555969799804688,3.49
0.016789913177490234,13.529633581542967,4.22
0.018085956573486328,13.5990654296875,5.04
0.01938462257385254,13.68765089111328,5.96
0.02067732810974121,13.728352319335936,6.98
0.021980762481689453,13.776236352539062,8.11
0.023270368576049805,13.833697192382811,9.36
0.024592161178588867,13.881581225585936,10.74
0.025929689407348633,13.929465258789062,12.25
0.02732396125793457,13.982137695312499,13.899999999999999
0.02865290641784668,14.051569543457031,15.69
0.02997589111328125,14.087482568359373,17.64
0.031325578689575195,14.142549206542968,19.740000000000002
0.032663583755493164,14.166491223144531,22.009999999999998
0.03399825096130371,14.183250634765624,24.43
0.0353703498840332,14.18564483642578,27.02
0.03671908378601074,14.171279626464843,29.77
0.03803896903991699,14.11621298828125,32.669999999999995
0.039365530014038086,14.018050720214843,35.71
0.04072403907775879,13.919888452148436,38.879999999999995
0.04212474822998047,13.814543579101562,42.15
0.043474674224853516,13.469778540039062,45.510000000000005
0.04483842849731445,13.263877197265625,48.92
0.04613447189331055,12.919112158203124,52.36
0.047495126724243164,12.686874597167968,55.800000000000004
0.04882478713989258,12.514492077636717,59.21
0.050182342529296875,11.942277880859374,62.55
0.05146980285644531,11.67652149658203,65.8
0.05275440216064453,11.382034692382812,68.91
0.05403947830200195,11.018116040039061,71.88
0.05533146858215332,10.785878479003905,74.67999999999999
0.05661654472351074,10.512939489746094,77.28
0.057900428771972656,10.32379755859375,79.66
0.05918431282043457,10.053252770996092,81.83
0.060468435287475586,9.967061511230469,83.76
0.06175351142883301,9.955090502929687,85.46
0.06303691864013672,9.78031378173828,86.91
0.06432223320007324,9.76116016845703,88.13
0.06560730934143066,9.7683427734375,89.12
0.06689286231994629,9.749189160156249,89.87
0.06817746162414551,9.770736975097655,90.39
0.06946110725402832,9.816226806640625,90.69000000000001
0.07074499130249023,9.85692823486328,90.78
0.07202887535095215,9.928754284667969,90.66000000000001
0.07331275939941406,9.988609326171874,90.34
0.07462143898010254,10.04846436767578,89.84
0.07590627670288086,10.105925207519531,89.14999999999999
0.07719230651855469,10.17056865234375,88.28999999999999
0.0784761905670166,10.160991845703125,87.26
0.07976007461547852,10.376469995117187,86.09
0.08104324340820312,10.409988818359375,84.77
0.08233046531677246,10.486603271484375,83.32000000000001
0.08361697196960449,10.63025537109375,81.76
0.08490300178527832,10.716446630859375,80.10000000000001
0.08618688583374023,10.828974108886719,78.34
0.08747172355651855,10.893617553710937,76.52000000000001
0.08875656127929688,11.154585534667968,74.64
0.09005546569824219,11.247959399414063,72.71
0.09134054183959961,11.324573852539062,70.74
0.09262371063232422,11.391611499023437,68.76
0.09390783309936523,11.614272253417967,66.78
0.09519815444946289,11.693280908203125,64.8
0.09648299217224121,11.786654772949218,62.83
0.09776687622070312,11.822567797851562,60.89
0.09905052185058594,11.858480822753906,58.96
0.10033535957336426,11.942277880859374,57.07
0.10161876678466797,11.927912670898436,55.199999999999996
0.10290265083312988,11.906364855957031,53.36
0.10419821739196777,11.889605444335936,51.55
0.10548567771911621,11.863269226074218,49.76
0.10676980018615723,11.803414184570311,48.0
0.10805463790893555,11.767501159667969,46.25
0.10933876037597656,11.757924353027343,44.53
0.11062312126159668,11.743559143066406,42.83
0.11190676689147949,11.71482872314453,41.14
0.1131901741027832,11.678915698242188,39.47
0.11447882652282715,11.58075343017578,37.81
0.11577177047729492,11.583147631835937,36.18
0.11706137657165527,11.626243261718749,34.56999999999999
0.11835002899169922,11.671733093261718,32.980000000000004
0.11963868141174316,11.671733093261718,31.419999999999998
0.12092733383178711,11.633425866699218,29.89
0.12221622467041016,11.63821427001953,28.389999999999997
0.1235051155090332,11.556811413574218,26.919999999999998
0.12479376792907715,11.762712756347655,25.5
0.1260817050933838,11.750741748046874,24.119999999999997
0.12737011909484863,11.710040319824218,22.78
0.12865924835205078,11.669338891601562,21.47
0.12996292114257812,11.611878051757811,20.2
0.13126015663146973,11.59990704345703,18.939999999999998
0.13254928588867188,11.329362255859374,17.69
0.13391542434692383,11.233594189453123,16.43
0.13521432876586914,11.111489904785156,15.16
0.1365044116973877,11.077971081542968,13.889999999999999
0.13779449462890625,11.058817468261719,12.61
0.13908743858337402,11.094730493164063,11.34
0.14037728309631348,11.1474029296875,10.08
0.14166712760925293,11.259930407714844,8.85
0.14295697212219238,11.386823095703125,7.67
0.14424896240234375,11.44667813720703,6.56
0.14553213119506836,11.738770739746093,5.52
0.14681673049926758,11.863269226074218,4.58
0.1481022834777832,11.827356201171874,3.7399999999999998
0.14938807487487793,12.061987963867187,3.0100000000000002
0.15067243576049805,12.095506787109374,2.39
0.15195655822753906,12.097900988769531,1.89
0.15324091911315918,12.11705460205078,1.51
0.15452909469604492,12.119448803710936,1.25
0.15615630149841309,12.050016955566406,1.07
0.15745925903320312,11.765106958007811,0.9700000000000001
0.15874958038330078,11.6070896484375,0.93
0.16003990173339844,11.465831750488281,0.01
0.1613292694091797,11.250353601074218,0.02
52.59268069267273,10.110713610839843,0.030000000000000002
52.594001054763794,10.13226142578125,0.05
52.59531283378601,10.09395419921875,0.060000000000000005
52.597291469573975,10.091559997558592,0.06999999999999999
52.598637342453,10.050858569335936,0.08
52.59995698928833,10.046070166015625,0.09000000000000001
52.60138249397278,10.070012182617187,0.1
52.60271143913269,10.038887561035155,0.1
52.60403609275818,10.01015714111328,0.1
52.60556101799011,10.0748005859375,0.11
52.606929302215576,10.070012182617187,0.1
52.608277320861816,10.022128149414062,0.1
52.60966753959656,10.036493359375,0.1
52.61098337173462,10.036493359375,0.1
52.61229634284973,10.058041174316406,0.1
52.613611936569214,10.067617980957031,0.1
52.614940881729126,10.081983190917969,0.1
52.61626887321472,10.04846436767578,0.1
52.618621826171875,10.072406384277343,0.11
52.619982957839966,10.079588989257813,0.11
52.62130427360535,10.070012182617187,0.11
52.62262320518494,10.058041174316406,0.11
52.62397384643555,10.062829577636718,0.1
52.62533473968506,10.043675964355469,0.09000000000000001
52.62666296958923,10.019733947753906,0.09000000000000001
52.628018379211426,10.022128149414062,0.08
52.62939238548279,10.062829577636718,0.06999999999999999
52.63071656227112,10.081983190917969,0.060000000000000005
52.6320321559906,10.046070166015625,0.05
52.63334560394287,10.034099157714843,0.04
52.6346800327301,10.024522351074218,0.030000000000000002
52.63611102104187,10.038887561035155,0.030000000000000002
52.63746619224548,10.091559997558592,0.030000000000000002
52.638771295547485,10.1131078125,0.02
52.64012265205383,10.091559997558592,0.02
52.64146661758423,10.046070166015625,0.02
52.64301538467407,10.058041174316406,0.02
52.64433979988098,10.065223779296874,0.02
52.64565372467041,10.084377392578125,0.02
52.64696216583252,10.079588989257813,0.030000000000000002
52.6482720375061,10.05564697265625,0.030000000000000002
52.649593114852905,10.065223779296874,0.04
52.65094327926636,10.08677159423828,0.04
52.652270793914795,10.058041174316406,0.04
52.65360379219055,10.053252770996092,0.05
52.65492796897888,10.038887561035155,0.05
52.6562819480896,10.05564697265625,0.060000000000000005
52.65760588645935,10.070012182617187,0.06999999999999999
52.658947467803955,10.065223779296874,0.08
52.66027617454529,10.053252770996092,0.09000000000000001
52.66162705421448,10.08677159423828,0.09000000000000001
52.66295504570007,10.110713610839843,0.09000000000000001
52.66427230834961,10.041281762695311,0.09000000000000001
52.66564726829529,10.002974536132811,0.09000000000000001
52.667019844055176,10.01015714111328,0.08
52.66835570335388,10.012551342773437,0.08
52.66966676712036,10.041281762695311,0.08
52.671069383621216,10.081983190917969,0.06999999999999999
52.672444105148315,10.04846436767578,0.06999999999999999
52.67379379272461,10.034099157714843,0.06999999999999999
52.675169944763184,10.05564697265625,0.06999999999999999
52.676464319229126,10.081983190917969,0.060000000000000005
52.67775368690491,10.079588989257813,0.060000000000000005
52.67904305458069,10.031704956054687,0.060000000000000005
52.68033218383789,10.038887561035155,0.060000000000000005
52.681625843048096,10.04846436767578,0.05
52.68291616439819,10.084377392578125,0.05
52.68420624732971,10.060435375976562,0.05
52.68549585342407,10.031704956054687,0.05
52.68678641319275,10.0748005859375,0.04
52.68807530403137,10.046070166015625,0.04
52.68936467170715,10.038887561035155,0.030000000000000002
52.690653800964355,10.04846436767578,0.02
52.6919469833374,10.024522351074218,0.02
52.693236112594604,10.04846436767578,0.030000000000000002
52.694525480270386,10.065223779296874,0.030000000000000002
52.69581341743469,10.105925207519531,0.04
52.697101354599,10.103531005859374,0.05
52.69839000701904,10.089165795898436,0.060000000000000005
52.69967794418335,10.096348400878906,0.060000000000000005
52.70096731185913,10.024522351074218,0.060000000000000005
52.70226836204529,10.005368737792969,0.060000000000000005
52.7035608291626,10.026916552734374,0.05
52.704850912094116,10.014945544433592,0.05
52.70614004135132,10.046070166015625,0.04
52.70742893218994,10.050858569335936,0.04
52.70871877670288,10.038887561035155,0.030000000000000002
52.71000790596008,10.034099157714843,0.02
52.71129751205444,10.043675964355469,0.02
52.71258807182312,10.031704956054687,0.01
52.7138774394989,10.060435375976562,0.0
52.71516799926758,10.060435375976562,-0.0
52.71645712852478,10.050858569335936,-0.01
52.71774625778198,10.053252770996092,-0.02
52.71903586387634,10.043675964355469,-0.030000000000000002
52.7203254699707,10.04846436767578,-0.04
52.721617460250854,10.043675964355469,-0.05
52.72290754318237,10.036493359375,-0.060000000000000005
52.72419810295105,10.05564697265625,-0.06999999999999999
52.72548747062683,10.05564697265625,-0.09000000000000001
52.72677659988403,10.014945544433592,-0.1
52.728065967559814,10.034099157714843,-0.11
52.72935485839844,10.036493359375,-0.12999999999999998
52.7306444644928,10.060435375976562,-0.13999999999999999
52.73193407058716,10.058041174316406,-0.16
52.7332227230072,10.041281762695311,-0.17
52.73451256752014,10.038887561035155,-0.18000000000000002
52.7358033657074,10.038887561035155,-0.2
52.73709297180176,10.070012182617187,-0.21000000000000002
52.73838186264038,10.050858569335936,-0.22
52.73967123031616,10.053252770996092,-0.23
52.740960359573364,10.058041174316406,-0.24000000000000002
52.74225091934204,10.077194787597655,-0.25
52.743539810180664,10.031704956054687,-0.25999999999999995
52.744829177856445,10.043675964355469,-0.27
52.74611830711365,10.046070166015625,-0.27
52.747411251068115,10.065223779296874,-0.27999999999999997
52.74870204925537,10.070012182617187,-0.27999999999999997
52.749990940093994,10.046070166015625,-0.29
52.751280069351196,10.067617980957031,-0.29
52.75256967544556,10.04846436767578,-0.29
