t,a
0.028467894,0.010253906
0.031280279,-0.000732422
0.033885241,0.00390625
0.036492825,0.000488281
0.039083242,-0.002197266
0.041655779,-0.004150391
0.044222355,-0.001220703
0.046809196,-0.003662109
0.049378633,0.005371094
0.051946878,-0.000488281
0.054513454,0.007324219
0.057080984,0.00390625
0.059649944,0.000488281
0.062216759,0.003662109
0.064782381,-0.003173828
0.067352772,0.004394531
0.069921255,0.002197266
0.072635174,0.005371094
0.075332642,0.005615234
0.078068018,0.004150391
0.080909491,0.00390625
0.083679914,0.006103516
0.086570024,0.004394531
0.089218378,0.004638672
0.091922045,0.006347656
0.094651937,0.007080078
0.097302198,0.009277344
0.099869251,0.006591797
0.102434874,0.006591797
0.104999304,0.002441406
0.107567072,-0.000488281
0.110132456,-0.000244141
0.112701416,0.000488281
0.115268469,0.000488281
0.117837906,0.000244141
0.120405436,0.001953125
0.122971773,0.001220703
0.125537395,0.0078125
0.128226757,0.004882813
0.130798817,0.005126953
0.133367777,0.005615234
0.135935307,0.006103516
0.138516665,0.002197266
0.141084671,0.002685547
0.143650532,0
0.146215916,0.005615234
0.148784399,0.003173828
0.151353836,0.005615234
0.153920889,0.008056641
0.156489849,0.004638672
0.159066916,0.002441406
0.161641598,-0.001464844
0.164225101,0.003417969
0.166812181,0.001464844
0.169387817,0.004150391
0.171964169,0.005126953
0.174539089,0.004394531
0.177113771,-0.000732422
0.179688215,-0.002929688
0.18228364,-0.000244141
0.184857607,0.007080078
0.187433004,0.0078125
0.190008402,0.005371094
0.192588806,0.006347656
0.195165396,0.004394531
0.197740555,0.003417969
0.200315714,0.005615234
0.202890396,0.00390625
0.205465317,0.007080078
0.208042145,0.004150391
0.210617781,0.004638672
0.213196516,0.000244141
0.215771914,0.000488281
0.218348503,0.010009766
0.220924139,0.0078125
0.22349906,0.008789063
0.226074219,0.005615234
0.228649139,0.003417969
0.231223345,0
0.23380065,0.004638672
0.236377716,0.006347656
0.238954782,0.004882813
0.241530657,0.003173828
0.244106293,0.005126953
0.246682167,0.0078125
0.249255657,0.001953125
0.251830816,0.002441406
0.254410028,-0.006835938
0.256985426,-0.00390625
0.259563684,0.003417969
0.262138844,0.001953125
0.264712811,0.006103516
0.2672894,0.006591797
0.269863367,0.006347656
0.272439003,0.006103516
0.275014877,0.004150391
0.277591467,0.005371094
0.280166388,0.005615234
0.282741785,0.006347656
0.285316229,0.000488281
0.287891626,0.004882813
0.290466547,0.006835938
0.293043137,0.010009766
0.295619488,0.009521484
0.29819417,0.006347656
0.300769329,0.00390625
0.303343773,0.00390625
0.305920362,-0.002441406
0.308495522,0
0.311070919,-0.002197266
0.313646793,0.002685547
0.316222668,0.006591797
0.318816185,0.009521484
0.321391582,0.005126953
0.323966503,0.004882813
0.326542616,-0.000244141
0.329118013,-0.000976563
0.331692457,0.003662109
0.334271669,-0.000732422
0.336848497,0.001953125
0.339423895,0.00390625
0.3420012,0.003417969
0.34457612,0.005615234
0.347151518,0.007080078
0.3497262,0.0078125
0.352301836,0.005126953
0.354878187,0.002929688
0.357467175,0.008300781
0.360042095,0.009277344
0.362617731,0.026367188
0.365192413,0.007568359
0.367768288,0.004638672
0.370343208,0.007324219
0.372918844,-0.001708984
0.375500679,-0.001953125
0.378096104,0.029541016
0.38067174,-0.001708984
0.38324666,-0.021484375
0.385821342,-0.050292969
0.38839674,-0.010742188
0.390972137,0.031738281
0.393548489,0.025146484
0.39612484,0.018310547
0.398699999,-0.002929688
0.401288271,0.006347656
0.403869629,-0.012207031
0.406448841,0.003173828
0.409025192,0.0078125
0.411600113,0.014404297
0.414181948,0.003662109
0.416768074,-0.008789063
0.419352293,-0.020996094
0.421927452,-0.03125
0.424502611,0.018310547
0.427077293,0.041015625
0.429653168,0.021728516
0.432228088,0.018798828
0.434807777,0.003417969
0.437384605,0.031494141
0.439965725,0.014160156
0.44254303,0.022949219
0.445118189,0.031005859
0.44769311,0.006103516
0.450267792,0.022216797
0.452841997,0.013427734
0.45541811,0.052734375
0.457994461,0.004638672
0.46056962,-0.001220703
0.463145018,0.005126953
0.465719938,0.0078125
0.468303919,-0.032226563
0.470883131,0.002685547
0.473459005,-0.032958984
0.476038694,0.009521484
0.478621483,0.001220703
0.481196404,0.004394531
0.483770609,0.009033203
0.486345768,0.005859375
0.488920212,0.002441406
0.491495132,0.000244141
0.494070768,0.011474609
0.496650696,0.002929688
0.499223709,0.003417969
0.501798391,0.005615234
0.504373074,0.006103516
0.506948471,-0.005371094
0.509523869,0.006347656
0.512098789,0.005371094
0.514674425,-0.005615234
0.517251492,-0.010009766
0.519826889,-0.002685547
0.522401571,-0.011474609
0.524976969,-0.017333984
0.527551651,-0.010742188
0.530127048,0.009033203
0.532701969,-0.001464844
0.535277367,-0.016601563
0.537853956,-0.013183594
0.5404284,-0.007324219
0.54300499,-0.016113281
0.545580626,-0.007568359
0.548155308,-0.00390625
0.550737858,0.002929688
0.553313255,0.020263672
0.555890083,0.012939453
0.558466196,0.038085938
0.561040878,0.026611328
0.563614845,0.040283203
0.566190481,0.010986328
0.568765402,0.016845703
0.571340084,0.051269531
0.573914289,0.085205078
0.576507807,-0.063964844
0.579139709,-0.140869141
0.581709862,-0.064697266
0.584275246,0.017089844
0.586844206,0.124023438
0.589408398,0.097412109
0.591973543,0.108154297
0.594541073,0.05859375
0.597112179,-0.079589844
0.599679708,-0.100097656
0.602247953,-0.122802734
0.604813337,-0.073974609
0.607379675,-0.036865234
0.609946012,0.004638672
0.612511158,0.016357422
0.615076303,0.018798828
0.617651939,-0.018066406
0.620222092,-0.026367188
0.622787952,-0.040771484
0.62536478,-0.052490234
0.627940416,-0.035644531
0.630506992,0.010986328
0.633075714,0.031494141
0.63564086,0.037841797
0.638212919,0.034179688
0.640787363,0.010253906
0.643360853,-0.002441406
0.645927906,0.00390625
0.648504257,0.012207031
0.651082039,-0.000244141
0.653657198,0.007080078
0.656235933,0.004150391
0.658823252,0.020019531
0.661403418,0.043945313
0.663978815,0.048095703
0.666554928,0.052734375
0.66912961,0.043457031
0.671705008,0.037353516
0.674280167,0.005371094
0.676855087,0.004150391
0.679433346,0.008789063
0.68200922,-0.003417969
0.684602737,-0.019042969
0.687180519,0.000244141
0.689757347,0.004394531
0.692332268,0.019042969
0.694909811,0.016845703
0.697488785,0.015625
0.700065613,0.010498047
0.702640057,0.011230469
0.705215454,0.018798828
0.707790375,-0.011962891
0.710364342,-0.030273438
0.712939978,-0.060791016
0.71551466,-0.075439453
0.71809411,-0.071289063
0.720677853,-0.054199219
0.723261118,-0.039794922
0.725839615,-0.012695313
0.728415489,-0.017089844
0.730989456,0.091308594
0.733564615,-0.018310547
0.736140728,-0.046142578
0.738720655,0.008544922
0.741297722,-0.054199219
0.743874073,-0.065673828
0.746453762,-0.055175781
0.749026537,-0.021972656
0.751601219,-0.009033203
0.754175425,0.056396484
0.756751299,0.063232422
0.75932765,0.032470703
0.761904716,0.030761719
0.764479876,0.042236328
0.767055511,0.035644531
0.769631624,0.000244141
0.77220726,-0.009521484
0.774782896,0.010009766
0.77735877,0.026367188
0.779941082,0.044677734
0.782516956,0.057373047
0.785092592,0.039550781
0.787669659,0.032226563
0.790245533,0.006591797
0.792820454,-0.003417969
0.795396328,0.002685547
0.797971725,-0.018066406
0.800557137,-0.022460938
0.803133965,-0.032958984
0.805708885,-0.033935547
0.808284044,-0.03125
0.810858965,-0.029785156
0.813434839,0.010986328
0.81600976,0.008789063
0.818585873,-0.000976563
0.821161985,0.009033203
0.823737621,0.010986328
0.826312065,0.013671875
0.828890324,0.030029297
0.831465721,0.013427734
0.83404088,0.055664063
0.836618423,0.079833984
0.839194298,0.088378906
0.841769457,0.112548828
0.844345093,0.110107422
0.846921444,0.134277344
0.849496603,0.197265625
0.852071762,0.220703125
0.854646444,0.289550781
0.857241392,0.355224609
0.859817743,0.393310547
0.862391949,0.400146484
0.864966393,0.387695313
0.867539644,0.341796875
0.870115995,0.341308594
0.872690916,0.291748047
0.875269175,0.340820313
0.87793541,0.337402344
0.880536318,0.345458984
0.88310504,0.326660156
0.885671139,0.29296875
0.888238192,0.268798828
0.890803576,0.301513672
0.893368483,0.331054688
0.895936251,0.327392578
0.898519039,0.333496094
0.901087046,0.338623047
0.903653622,0.325195313
0.906218529,0.315429688
0.908786058,0.313964844
0.911351442,0.266357422
0.913917065,0.254394531
0.916483641,0.236083984
0.919049263,0.23046875
0.921616554,0.227539063
0.924181461,0.214355469
0.926748037,0.21875
0.929313898,0.224121094
0.931879044,0.232666016
0.934443474,0.245117188
0.937010765,0.280761719
0.939575672,0.349121094
0.942145348,0.413818359
0.944716215,0.499511719
0.947300911,0.560791016
0.949873924,0.626220703
0.952442408,0.683105469
0.955008745,0.716552734
0.95757556,0.736083984
0.960144758,0.735839844
0.962711334,0.732421875
0.965276718,0.712646484
0.967851639,0.682373047
0.970485449,0.633789063
0.97306776,0.583984375
0.97564435,0.513183594
0.978214741,0.428955078
0.980782747,0.376953125
0.9833498,0.332519531
0.985914946,0.296875
0.988493443,0.267089844
0.991070986,0.224853516
0.993647814,0.205322266
0.996225595,0.163085938
0.998793602,0.165527344
1.001361847,0.151123047
1.003929138,0.140380859
1.00649786,0.147216797
1.009076595,0.195556641
1.011670589,0.205078125
1.014248133,0.241455078
1.016826391,0.256835938
1.019403219,0.274414063
1.021983385,0.273925781
1.02463603,0.281494141
1.030833721,0.322509766
1.037287235,0.293212891
1.043735027,0.258300781
1.050184727,0.142333984
1.056633711,0.1171875
1.063077927,0.074707031
1.069525242,0.08984375
1.075973511,0.14453125
1.082424402,0.170410156
1.088872671,0.200195313
1.095324993,0.172607422
1.101772547,0.137695313
1.108266354,0.130615234
1.114722967,0.119384766
1.121184587,0.121826172
1.12770772,0.106689453
1.133248329,0.077636719
1.138800859,0.06640625
1.144343376,0.041015625
1.149890423,-0.028076172
1.155468702,-0.075439453
1.161006212,-0.119140625
1.166546822,-0.191162109
1.172093868,-0.247314453
1.177627802,-0.275634766
1.183134794,-0.27734375
1.188668013,-0.236816406
1.194248438,-0.154541016
1.199963331,-0.087890625
1.205505133,0.017333984
1.211018324,0.082519531
1.216558218,0.078857422
1.222081661,0.110595703
1.227654219,0.107177734
1.233165741,0.106689453
1.238683701,0.141113281
1.244214535,0.073974609
1.249741554,0.032714844
1.255251646,-0.032470703
1.260778427,-0.059570313
1.266309023,-0.049072266
1.271834373,-0.020996094
1.277358055,-0.056396484
1.282882929,-0.079833984
1.288414478,-0.013916016
1.293938875,0.021484375
1.299474955,0.013916016
1.305012703,0.057373047
1.310544252,0.078125
1.316076756,0.063232422
1.321604729,0.066894531
1.327349424,0.075683594
1.333828211,0.074462891
1.340284348,0.093017578
1.346745968,0.141845703
1.353216171,0.182128906
1.359679222,0.157470703
1.366142988,0.141601563
1.372622252,0.167480469
1.379088402,0.187988281
1.385542393,0.176513672
1.391998529,0.210205078
1.398449898,0.205566406
1.40489769,0.161132813
1.411348104,0.135009766
1.417793036,0.120849609
1.424243212,0.144042969
1.430375814,0.130126953
1.43599391,0.069824219
1.441525459,0.0546875
1.447048664,0.030029297
1.452594995,0.0234375
1.458146334,-0.047607422
1.463747025,-0.108642578
1.469278574,-0.137695313
1.475583553,-0.137695313
1.481272697,-0.143798828
1.486797333,-0.120117188
1.492581606,-0.139160156
1.498541832,-0.068603516
1.504037619,-0.116210938
1.509824991,-0.145751953
1.515365839,-0.182861328
1.520919561,-0.22265625
1.526498318,-0.243408203
1.532008886,-0.238769531
1.537543058,-0.192626953
1.543056488,-0.177734375
1.54856801,-0.166748047
1.554194212,-0.185546875
1.559717178,-0.191162109
1.56521821,-0.189208984
1.570721388,-0.161132813
1.576248169,-0.145751953
1.581779003,-0.110107422
1.587341547,-0.123779297
1.592879295,-0.076660156
1.598412514,-0.085205078
1.604094744,-0.08984375
1.609640121,-0.118896484
1.61517334,-0.187744141
1.620708227,-0.274902344
1.626266479,-0.319091797
1.631794453,-0.36328125
1.637326241,-0.382080078
1.642853498,-0.354248047
1.648375511,-0.358642578
1.653904438,-0.303710938
1.65943265,-0.299560547
1.664957523,-0.276611328
1.670483112,-0.274414063
1.67601037,-0.254394531
1.681539536,-0.235107422
1.687066317,-0.250244141
1.692590475,-0.272460938
1.698118687,-0.340820313
1.703649282,-0.428710938
1.709172487,-0.494873047
1.714693308,-0.500244141
1.720220804,-0.492919922
1.72577095,-0.485595703
1.731296539,-0.472167969
1.73688221,-0.470458984
1.742405653,-0.432128906
1.747927189,-0.402832031
1.753465414,-0.392333984
1.758994579,-0.385253906
1.764518738,-0.349609375
1.770077944,-0.334960938
1.776502132,-0.328857422
1.78211832,-0.310058594
1.787682295,-0.292236328
1.793205976,-0.271484375
1.798733234,-0.264648438
1.804261446,-0.266845703
1.809785604,-0.255126953
1.815308809,-0.276123047
1.820833445,-0.275146484
1.826356888,-0.281738281
1.831985474,-0.289794922
1.837565899,-0.306152344
1.843089581,-0.273681641
1.848614693,-0.295654297
1.854146481,-0.308349609
1.859673262,-0.304199219
1.865198374,-0.321533203
1.870721102,-0.354980469
1.876248598,-0.395751953
1.881783724,-0.464111328
1.887341499,-0.537841797
1.892867088,-0.562744141
1.898391962,-0.545654297
1.90391922,-0.549560547
1.909451008,-0.537353516
1.914975882,-0.725830078
1.920502663,-0.461425781
1.926026106,-0.290527344
1.931872368,-0.251464844
1.938316822,-0.251464844
1.944759607,-0.108398438
1.951203346,-0.037841797
1.957639933,-0.015136719
1.964080095,-0.018554688
1.97052145,-0.07421875
1.976959944,-0.196533203
1.983403683,-0.294921875
1.98984313,-0.277832031
1.996281147,-0.286621094
2.002719879,-0.282714844
2.009159565,-0.230224609
2.01559782,-0.180419922
2.022036791,-0.180175781
2.028507948,-0.198974609
2.034948349,-0.171630859
2.041396379,-0.165771484
2.047839165,-0.224121094
2.054277658,-0.254394531
2.060715914,-0.291015625
2.067162275,-0.293945313
2.073595524,-0.310058594
2.080033779,-0.248779297
2.086477518,-0.109375
2.092913389,0.001708984
2.099350929,0.151367188
2.105792761,0.168701172
2.11223793,0.143066406
2.118680477,0.049316406
2.12512517,-0.039550781
2.131586552,-0.08984375
2.138166666,-0.101806641
2.144628286,-0.082519531
2.151090145,-0.060302734
2.157547951,-0.041992188
2.164016962,0.003417969
2.170484304,0.038818359
2.176929474,0.059570313
2.183381796,0.059082031
2.18983531,0.059326172
2.196277142,0.090087891
2.202720642,0.105224609
2.209164143,0.131103516
2.215601921,0.145263672
2.22204566,0.164550781
2.228489161,0.161132813
2.234804392,0.081054688
2.240333557,0.036132813
2.245858431,0.051513672
2.251382828,0.038818359
2.256908655,0.018554688
2.262427092,-0.036376953
2.267953873,-0.014404297
2.273478508,0.030761719
2.279016256,0.133544922
2.284537315,0.290283203
2.290063858,0.212158203
2.295586109,0.252441406
2.301108599,0.1015625
2.306638718,0.030517578
2.312157869,0.025390625
2.317679644,-0.033935547
2.323199987,-0.110839844
2.328723192,-0.161376953
2.334549665,-0.189208984
2.340989828,-0.180175781
2.347431898,-0.064208984
2.353873491,0.055664063
2.360311031,0.118896484
2.366754293,0.18359375
2.373192787,0.091064453
2.379676104,-0.15234375
2.386175632,0.064453125
2.392624855,0.086425781
2.399064302,-0.028320313
2.405503511,0.010253906
2.411939859,0.009521484
2.418399572,0.098388672
2.424847364,0.204101563
2.431461096,0.288330078
2.437451601,0.263916016
2.442972422,0.291503906
2.448497295,0.260009766
2.454022408,0.111083984
2.459540606,0.117919922
2.465060234,0.053955078
2.470582485,0.101806641
2.47610569,0.052978516
2.481626034,0.154052734
2.487148046,0.237548828
2.492699862,0.248535156
2.498260498,0.350097656
2.503791809,0.411132813
2.509320974,0.361572266
2.514858961,0.227050781
2.520381212,0.079833984
2.525905371,-0.105224609
2.531564236,-0.186523438
2.537562609,-0.243896484
2.544005394,-0.264648438
2.550450802,-0.173095703
2.556903124,-0.064941406
2.563338757,0.059326172
2.569781542,0.121337891
2.57622242,0.145507813
2.582662582,0.247070313
2.589102745,0.2109375
2.595543623,0.181396484
2.601983547,0.123535156
2.608425856,0.147949219
2.614867926,0.166259766
2.621308565,0.165771484
2.627748489,0.1640625
2.634225607,0.160888672
2.640707731,0.182617188
2.647153139,0.182128906
2.653590918,0.198242188
2.660032988,0.202880859
2.666474819,0.237304688
2.67291522,0.280517578
2.679436207,0.328369141
2.685926437,0.360107422
2.692391634,0.357910156
2.69883585,0.440673828
2.705280066,0.995544434
2.711766958,0.995544434
2.718215942,0.298828125
2.72463274,-0.150390625
2.731072426,0.581542969
2.737555265,0.4375
2.744012117,0.336914063
2.750441074,0.214599609
2.756867647,0.350097656
2.763312578,0.234619141
2.769753218,0.216552734
2.776204348,0.361572266
2.782646418,0.571289063
2.789085388,0.667724609
2.795525551,0.675537109
2.801967382,0.663085938
2.808410883,0.590576172
2.814853907,0.508544922
2.821293354,0.405029297
2.827733278,0.327880859
2.834214687,0.306884766
2.840691328,0.340820313
2.847136259,0.472167969
2.853572369,0.603515625
2.860012531,0.618652344
2.866454601,0.58203125
2.872894764,0.518798828
2.87933588,0.4375
2.885775089,0.401367188
2.892215252,0.324707031
2.898658752,0.309814453
2.905098915,0.30078125
2.911541462,0.279785156
2.917984486,0.306152344
2.92442584,0.287841797
2.930865288,0.201904297
2.937345743,0.125976563
2.943783283,0.088623047
2.950224876,0.029296875
2.956672668,0.036621094
2.963108778,0.088134766
2.969551325,0.177246094
2.975992918,0.240234375
2.982431412,0.258056641
2.988873482,0.253173828
2.995313883,0.237548828
3.001770735,0.224853516
3.008219957,0.1875
3.014666796,0.133300781
3.021110296,0.056884766
3.027551174,0.020507813
3.033991814,0.002441406
3.040472269,0.010742188
3.046914101,-0.031494141
3.053352833,-0.029052734
3.059796333,0.019287109
3.066237211,0.050292969
3.07267642,0.111816406
3.07911849,0.172607422
3.085567474,0.150146484
3.092009783,0.184814453
3.098455429,0.292236328
3.104897261,0.284423828
3.111341715,0.236328125
3.117785454,0.214111328
3.124227047,0.186523438
3.130749941,0.145019531
3.137233734,0.099365234
3.143674612,0.046142578
3.150118113,-0.026611328
3.156561852,-0.081054688
3.163001776,-0.112548828
3.169444323,-0.111572266
3.175884962,-0.036865234
3.182327271,0.095214844
3.188768625,0.124755859
3.195208073,0.119384766
3.20165062,0.036132813
3.208099127,-0.088378906
3.214537144,-0.143554688
3.220980644,-0.196777344
3.227421761,-0.162353516
3.233860493,-0.085693359
3.240336418,-0.119384766
3.246780157,-0.188476563
3.253216743,-0.125488281
3.259657621,-0.088867188
3.266100407,-0.064453125
3.272538662,-0.022705078
3.279010057,-0.096435547
3.285470963,-0.052490234
3.291972399,-0.044433594
3.298437834,0.009521484
3.304892778,0.0078125
3.311364412,0.019287109
3.317822218,0.010742188
3.324244022,-0.013671875
3.33069396,-0.062011719
3.337117195,-0.117431641
3.34345603,-0.160400391
3.348978281,-0.180175781
3.354482651,-0.195068359
3.360001802,-0.252197266
3.365533113,-0.285400391
3.371058941,-0.285400391
3.376585484,-0.197998047
3.382107019,-0.114501953
3.387628078,-0.081298828
3.393151283,-0.077148438
3.398673058,-0.068115234
3.404193163,-0.075683594
3.409724712,-0.039306641
3.415258169,-0.068603516
3.420783043,-0.123046875
3.426307917,-0.189941406
3.431832552,-0.162109375
3.437357903,-0.171630859
3.443348169,-0.209472656
3.449792385,-0.221435547
3.456237555,-0.116943359
3.462681055,-0.041503906
3.46912384,0.055908203
3.475565195,0.071289063
3.482007504,0.002197266
3.488447905,-0.003173828
3.49488759,-0.038574219
3.501324415,-0.093261719
3.507763147,-0.063720703
3.514201403,-0.072021484
3.520650864,-0.093261719
3.527096272,-0.009521484
3.533536673,-0.05859375
3.540014744,-0.089355469
3.546461344,-0.116455078
3.552899361,-0.151367188
3.559347391,-0.235839844
3.565787792,-0.313964844
3.57222724,-0.410400391
3.578704834,-0.426025391
3.585207224,-0.489013672
3.591663122,-0.578857422
3.598117352,-0.634521484
3.604535818,-0.643310547
3.610977173,-0.638916016
3.617575407,-0.598876953
3.624768734,-0.596435547
3.631636143,-0.568115234
3.638138533,-0.524902344
3.644142389,-0.497070313
3.648975372,-0.499511719
3.653785706,-0.490722656
3.658599377,-0.484375
3.663413286,-0.460205078
3.66822958,-0.426757813
3.673040867,-0.380859375
3.677850485,-0.36328125
3.682661057,-0.325683594
3.687474251,-0.3203125
3.692286491,-0.333251953
3.697103739,-0.347167969
3.701938868,-0.369384766
3.706771135,-0.379882813
3.71160388,-0.432128906
3.716439009,-0.436279297
3.721266508,-0.463378906
3.726098537,-0.480224609
3.73093009,-0.483886719
3.735760212,-0.489990234
3.740596771,-0.484130859
3.746296406,-0.501464844
3.752743244,-0.503662109
3.759186506,-0.427490234
3.765632391,-0.387695313
3.772077084,-0.333251953
3.778554916,-0.327880859
3.78500104,-0.302001953
3.79144454,-0.296142578
3.797887564,-0.273925781
3.804341078,-0.237792969
3.810790777,-0.180664063
3.817242622,-0.189941406
3.823687315,-0.201416016
3.830134153,-0.233642578
3.8365798,-0.274169922
3.843063354,-0.297851563
3.849505901,-0.338378906
3.85595417,-0.338134766
3.862410069,-0.331054688
3.868858099,-0.310546875
3.875301123,-0.199462891
3.881783009,-0.171142578
3.888237953,-0.055175781
3.894684792,0.004882813
3.901130438,0.031494141
3.907576561,0.008544922
3.914020777,-0.066162109
3.920469999,-0.138427734
3.926916361,-0.294921875
3.933363676,-0.408447266
3.939811707,-0.473632813
3.946298361,-0.456298828
3.952749491,-0.404541016
3.959192038,-0.352539063
3.965638876,-0.171630859
3.972083092,-0.008544922
3.978560209,0.047851563
3.985014677,0.046386719
3.991461754,0.010498047
3.997907162,-0.165771484
4.004351616,-0.31640625
4.01079917,-0.374023438
4.017250538,-0.354248047
4.023694992,-0.326171875
4.030140638,-0.240966797
4.036586761,-0.102539063
4.043059111,0.042236328
4.049515486,0.199707031
4.055975437,0.275146484
4.062420607,0.273925781
4.068869352,0.176025391
4.075352907,0.018798828
4.081804276,-0.09765625
4.088254452,-0.230957031
4.094702482,-0.300292969
4.101145744,-0.186523438
4.107591152,-0.048583984
4.114035368,0.096923828
4.120479822,0.210449219
4.126924515,0.312988281
4.133367062,0.403564453
4.139809608,0.46484375
4.14628458,0.365966797
4.152739763,0.166259766
4.159188032,0.193603516
4.165633202,0.09375
4.172076464,0.046630859
4.178599119,0.005371094
4.185104132,-0.070800781
4.191566467,-0.018798828
4.198010445,0.004394531
4.204425097,0.132568359
4.210871696,0.254394531
4.217316389,0.211914063
4.223733187,0.210205078
4.23015523,0.381591797
4.236586571,0.27734375
4.243062019,0.140625
4.249499083,0.009765625
4.255916834,-0.122802734
4.262359381,-0.154541016
4.268797398,-0.190185547
4.275213718,-0.089599609
4.281656027,-0.049072266
4.288099766,0.04296875
4.294547796,0.139892578
4.30099225,0.299316406
4.307437181,0.309082031
4.313886404,0.325683594
4.320331573,0.245605469
4.326773882,0.123291016
4.333220243,-0.084960938
4.339663506,-0.181396484
4.346137762,-0.201416016
4.352582932,-0.124755859
4.359026909,0.066650391
4.365478516,0.106933594
4.37197113,0.211181641
4.378428698,0.16796875
4.384873867,0.267089844
4.391321659,0.390380859
4.397767305,0.357666016
4.404213428,0.374023438
4.410697937,0.284912109
4.417155504,0.119384766
4.423603535,0.08203125
4.430048227,0.043701172
4.436497688,0.056152344
4.442963362,0.123535156
4.4494555,0.185546875
4.455905914,0.202148438
4.462333441,0.267578125
4.468772888,0.296875
4.475221157,0.311279297
4.481723785,0.372070313
4.488216877,0.444335938
